subject,draw,n_train,n_test,pipeline,group,accuracy,best
43,1,10,40,quantum/HS-overlap-SVM,quantum,0.675,"{""clf__C"": 10.0}"
43,1,10,40,quantum/Fidelity-SVM,quantum,0.85,"{""clf__C"": 10.0}"
43,1,10,40,quantum/HS-RBF-SVM,quantum,0.7,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
43,1,10,40,quantum/Bures-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,10,40,quantum/QRE-RBF-SVM,quantum,0.9,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,10,40,quantum/HS-overlap-ref-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,1,10,40,quantum/Fidelity-ref-SVM,quantum,0.9,"{""clf__C"": 10.0}"
43,1,10,40,quantum/HS-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,10,40,quantum/Bures-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,10,40,quantum/QRE-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,20,40,classical/TS+LR,classical,0.95,"{""clf__C"": 1.0}"
43,1,20,40,classical/MDM,classical,0.925,{}
43,1,20,40,classical/CSP+LDA,classical,0.925,"{""csp__nfilter"": 4}"
43,1,20,40,control/riemann-kernel-SVM,control,0.925,"{""clf__C"": 1.0}"
43,1,20,40,control/logeuclid-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,1,20,40,quantum/HS-overlap-SVM,quantum,0.8,"{""clf__C"": 0.1}"
43,1,20,40,quantum/Fidelity-SVM,quantum,0.925,"{""clf__C"": 0.1}"
43,1,20,40,quantum/HS-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,20,40,quantum/Bures-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,20,40,quantum/QRE-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,20,40,quantum/HS-overlap-ref-SVM,quantum,0.9,"{""clf__C"": 10.0}"
43,1,20,40,quantum/Fidelity-ref-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,1,20,40,quantum/HS-RBF-ref-SVM,quantum,0.9,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,20,40,quantum/Bures-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,20,40,quantum/QRE-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,40,40,classical/TS+LR,classical,0.95,"{""clf__C"": 0.1}"
43,1,40,40,classical/MDM,classical,0.95,{}
43,1,40,40,classical/CSP+LDA,classical,0.95,"{""csp__nfilter"": 4}"
43,1,40,40,control/riemann-kernel-SVM,control,0.9,"{""clf__C"": 1.0}"
43,1,40,40,control/logeuclid-kernel-SVM,control,0.9,"{""clf__C"": 10.0}"
43,1,40,40,quantum/HS-overlap-SVM,quantum,0.875,"{""clf__C"": 0.1}"
43,1,40,40,quantum/Fidelity-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,1,40,40,quantum/HS-RBF-SVM,quantum,0.85,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
43,1,40,40,quantum/Bures-RBF-SVM,quantum,0.875,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,40,40,quantum/QRE-RBF-SVM,quantum,0.875,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,40,40,quantum/HS-overlap-ref-SVM,quantum,0.875,"{""clf__C"": 10.0}"
43,1,40,40,quantum/Fidelity-ref-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,1,40,40,quantum/HS-RBF-ref-SVM,quantum,0.875,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
43,1,40,40,quantum/Bures-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,40,40,quantum/QRE-RBF-ref-SVM,quantum,0.9,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,80,40,classical/TS+LR,classical,0.975,"{""clf__C"": 0.1}"
43,1,80,40,classical/MDM,classical,0.85,{}
43,1,80,40,classical/CSP+LDA,classical,0.925,"{""csp__nfilter"": 4}"
43,1,80,40,control/riemann-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,1,80,40,control/logeuclid-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,1,80,40,quantum/HS-overlap-SVM,quantum,0.85,"{""clf__C"": 10.0}"
43,1,80,40,quantum/Fidelity-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,1,80,40,quantum/HS-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,80,40,quantum/Bures-RBF-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,80,40,quantum/QRE-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,80,40,quantum/HS-overlap-ref-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,1,80,40,quantum/Fidelity-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,1,80,40,quantum/HS-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,80,40,quantum/Bures-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,80,40,quantum/QRE-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,160,40,classical/TS+LR,classical,0.95,"{""clf__C"": 0.1}"
43,1,160,40,classical/MDM,classical,0.875,{}
43,1,160,40,classical/CSP+LDA,classical,0.925,"{""csp__nfilter"": 4}"
43,1,160,40,control/riemann-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,1,160,40,control/logeuclid-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,1,160,40,quantum/HS-overlap-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,1,160,40,quantum/Fidelity-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,1,160,40,quantum/HS-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,160,40,quantum/Bures-RBF-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
43,1,160,40,quantum/QRE-RBF-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,160,40,quantum/HS-overlap-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,1,160,40,quantum/Fidelity-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,1,160,40,quantum/HS-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,160,40,quantum/Bures-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,1,160,40,quantum/QRE-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,10,40,classical/TS+LR,classical,0.9,"{""clf__C"": 0.1}"
43,2,10,40,classical/MDM,classical,0.9,{}
43,2,10,40,classical/CSP+LDA,classical,0.9,"{""csp__nfilter"": 6}"
43,2,10,40,control/riemann-kernel-SVM,control,0.875,"{""clf__C"": 1.0}"
43,2,10,40,control/logeuclid-kernel-SVM,control,0.9,"{""clf__C"": 10.0}"
43,2,10,40,quantum/HS-overlap-SVM,quantum,0.8,"{""clf__C"": 0.1}"
43,2,10,40,quantum/Fidelity-SVM,quantum,0.925,"{""clf__C"": 0.1}"
43,2,10,40,quantum/HS-RBF-SVM,quantum,0.9,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,10,40,quantum/Bures-RBF-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,10,40,quantum/QRE-RBF-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,10,40,quantum/HS-overlap-ref-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,2,10,40,quantum/Fidelity-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,2,10,40,quantum/HS-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,10,40,quantum/Bures-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,10,40,quantum/QRE-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,20,40,classical/TS+LR,classical,0.925,"{""clf__C"": 0.1}"
43,2,20,40,classical/MDM,classical,0.85,{}
43,2,20,40,classical/CSP+LDA,classical,0.975,"{""csp__nfilter"": 6}"
43,2,20,40,control/riemann-kernel-SVM,control,0.975,"{""clf__C"": 1.0}"
43,2,20,40,control/logeuclid-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,2,20,40,quantum/HS-overlap-SVM,quantum,0.75,"{""clf__C"": 0.1}"
43,2,20,40,quantum/Fidelity-SVM,quantum,0.875,"{""clf__C"": 0.1}"
43,2,20,40,quantum/HS-RBF-SVM,quantum,0.875,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,20,40,quantum/Bures-RBF-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,20,40,quantum/QRE-RBF-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,20,40,quantum/HS-overlap-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,2,20,40,quantum/Fidelity-ref-SVM,quantum,0.975,"{""clf__C"": 10.0}"
43,2,20,40,quantum/HS-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,20,40,quantum/Bures-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,20,40,quantum/QRE-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,40,40,classical/TS+LR,classical,0.975,"{""clf__C"": 0.1}"
43,2,40,40,classical/MDM,classical,0.775,{}
43,2,40,40,classical/CSP+LDA,classical,0.95,"{""csp__nfilter"": 6}"
43,2,40,40,control/riemann-kernel-SVM,control,0.975,"{""clf__C"": 1.0}"
43,2,40,40,control/logeuclid-kernel-SVM,control,1.0,"{""clf__C"": 1.0}"
43,2,40,40,quantum/HS-overlap-SVM,quantum,0.85,"{""clf__C"": 10.0}"
43,2,40,40,quantum/Fidelity-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,2,40,40,quantum/HS-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,40,40,quantum/Bures-RBF-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,40,40,quantum/QRE-RBF-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,40,40,quantum/HS-overlap-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,2,40,40,quantum/Fidelity-ref-SVM,quantum,0.975,"{""clf__C"": 10.0}"
43,2,40,40,quantum/HS-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,40,40,quantum/Bures-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,40,40,quantum/QRE-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,80,40,classical/TS+LR,classical,0.95,"{""clf__C"": 0.1}"
43,2,80,40,classical/MDM,classical,0.675,{}
43,2,80,40,classical/CSP+LDA,classical,0.95,"{""csp__nfilter"": 6}"
43,2,80,40,control/riemann-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,2,80,40,control/logeuclid-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,2,80,40,quantum/HS-overlap-SVM,quantum,0.9,"{""clf__C"": 10.0}"
43,2,80,40,quantum/Fidelity-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,2,80,40,quantum/HS-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
43,2,80,40,quantum/Bures-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,80,40,quantum/QRE-RBF-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,80,40,quantum/HS-overlap-ref-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,2,80,40,quantum/Fidelity-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,2,80,40,quantum/HS-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,80,40,quantum/Bures-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,80,40,quantum/QRE-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,160,40,classical/TS+LR,classical,0.95,"{""clf__C"": 0.1}"
43,2,160,40,classical/MDM,classical,0.875,{}
43,2,160,40,classical/CSP+LDA,classical,0.925,"{""csp__nfilter"": 4}"
43,2,160,40,control/riemann-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,2,160,40,control/logeuclid-kernel-SVM,control,0.95,"{""clf__C"": 10.0}"
43,2,160,40,quantum/HS-overlap-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,2,160,40,quantum/Fidelity-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,2,160,40,quantum/HS-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,160,40,quantum/Bures-RBF-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
43,2,160,40,quantum/QRE-RBF-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,160,40,quantum/HS-overlap-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,2,160,40,quantum/Fidelity-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,2,160,40,quantum/HS-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,160,40,quantum/Bures-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,2,160,40,quantum/QRE-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,10,40,classical/TS+LR,classical,1.0,"{""clf__C"": 1.0}"
43,3,10,40,classical/MDM,classical,0.875,{}
43,3,10,40,classical/CSP+LDA,classical,0.825,"{""csp__nfilter"": 2}"
43,3,10,40,control/riemann-kernel-SVM,control,1.0,"{""clf__C"": 1.0}"
43,3,10,40,control/logeuclid-kernel-SVM,control,0.975,"{""clf__C"": 1.0}"
43,3,10,40,quantum/HS-overlap-SVM,quantum,0.7,"{""clf__C"": 0.1}"
43,3,10,40,quantum/Fidelity-SVM,quantum,0.9,"{""clf__C"": 0.1}"
43,3,10,40,quantum/HS-RBF-SVM,quantum,0.875,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,10,40,quantum/Bures-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,10,40,quantum/QRE-RBF-SVM,quantum,0.9,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,10,40,quantum/HS-overlap-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,3,10,40,quantum/Fidelity-ref-SVM,quantum,0.95,"{""clf__C"": 10.0}"
43,3,10,40,quantum/HS-RBF-ref-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,10,40,quantum/Bures-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,10,40,quantum/QRE-RBF-ref-SVM,quantum,0.975,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,20,40,classical/TS+LR,classical,0.925,"{""clf__C"": 10.0}"
43,3,20,40,classical/MDM,classical,0.775,{}
43,3,20,40,classical/CSP+LDA,classical,0.9,"{""csp__nfilter"": 6}"
43,3,20,40,control/riemann-kernel-SVM,control,0.925,"{""clf__C"": 1.0}"
43,3,20,40,control/logeuclid-kernel-SVM,control,0.95,"{""clf__C"": 1.0}"
43,3,20,40,quantum/HS-overlap-SVM,quantum,0.725,"{""clf__C"": 10.0}"
43,3,20,40,quantum/Fidelity-SVM,quantum,0.9,"{""clf__C"": 10.0}"
43,3,20,40,quantum/HS-RBF-SVM,quantum,0.85,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,20,40,quantum/Bures-RBF-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,20,40,quantum/QRE-RBF-SVM,quantum,0.95,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,20,40,quantum/HS-overlap-ref-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,3,20,40,quantum/Fidelity-ref-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,3,20,40,quantum/HS-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,20,40,quantum/Bures-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,20,40,quantum/QRE-RBF-ref-SVM,quantum,0.925,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,40,40,classical/TS+LR,classical,0.95,"{""clf__C"": 0.1}"
43,3,40,40,classical/MDM,classical,0.75,{}
43,3,40,40,classical/CSP+LDA,classical,0.925,"{""csp__nfilter"": 6}"
43,3,40,40,control/riemann-kernel-SVM,control,0.95,"{""clf__C"": 1.0}"
43,3,40,40,control/logeuclid-kernel-SVM,control,0.975,"{""clf__C"": 1.0}"
43,3,40,40,quantum/HS-overlap-SVM,quantum,0.85,"{""clf__C"": 10.0}"
43,3,40,40,quantum/Fidelity-SVM,quantum,0.925,"{""clf__C"": 10.0}"
43,3,40,40,quantum/HS-RBF-SVM,quantum,0.875,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
43,3,40,40,quantum/Bures-RBF-SVM,quantum,0.9,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
